rank,accuracy,error,rep,fold,condition,K,reconstruction
0.7175666666666668,0.043333333333333335,0.28868888888888883,10,1,word,10,all_archetypes
0.6940444444444442,0.04666666666666667,0.29797777777777773,11,0,word,10,all_archetypes
0.697188888888889,0.03333333333333333,0.29615555555555545,11,1,word,10,all_archetypes
0.6886333333333331,0.02666666666666667,0.29164444444444454,12,0,word,10,all_archetypes
0.6901555555555559,0.03333333333333333,0.31337777777777787,12,1,word,10,all_archetypes
0.6566222222222221,0.02666666666666667,0.3157555555555552,13,0,word,10,all_archetypes
0.6489222222222221,0.04666666666666667,0.29004444444444444,13,1,word,10,all_archetypes
0.6811888888888885,0.03333333333333333,0.29699999999999976,14,0,word,10,all_archetypes
0.6766555555555559,0.02,0.27709999999999996,14,1,word,10,all_archetypes
0.6812222222222226,0.04,0.33018888888888887,15,0,word,10,all_archetypes
0.6835777777777782,0.04,0.3018666666666668,15,1,word,10,all_archetypes
0.6695333333333338,0.016666666666666666,0.2947777777777777,16,0,word,10,all_archetypes
0.6639222222222223,0.023333333333333334,0.320111111111111,16,1,word,10,all_archetypes
0.6974333333333336,0.043333333333333335,0.27524444444444446,17,0,word,10,all_archetypes
0.6997222222222224,0.03333333333333333,0.32702222222222216,17,1,word,10,all_archetypes
0.6954555555555555,0.02666666666666667,0.3222777777777777,18,0,word,10,all_archetypes
